accident_no,atmosph_cond_desc
T20170014885,Clear
T20170014886,Clear
T20170014887,Clear
T20170014888,Clear
T20170014889,Raining
T20170014890,Clear
T20170014891,Clear
T20170014892,Clear
T20170014894,Clear
T20170014895,Clear
T20170014896,Clear
T20170014897,Clear
T20170014901,Fog
T20170014903,Clear
T20170014904,Fog
T20170014905,Clear
T20170014906,Clear
T20170014909,Clear
T20170014910,Clear
T20170014911,Clear
T20170014914,Clear
T20170014918,Fog
T20170014919,Clear
T20170014922,Not known
T20170014923,Clear
T20170014924,Clear
T20170014925,Clear
T20170014927,Clear
T20170014930,Clear
T20170014931,Clear
T20170014932,Not known
T20170014933,Clear
T20170014934,Clear
T20170014936,Clear
T20170014938,Clear
T20170014939,Clear
T20170014940,Clear
T20170014943,Clear
T20170014945,Clear
T20170014947,Clear
T20170014949,Clear
T20170014951,Clear
T20170014954,Clear
T20170014962,Clear
T20170014965,Clear
T20170014966,Clear
T20170014967,Clear
T20170014969,Raining
T20170014970,Raining
T20170014971,Clear
T20170014972,Fog
T20170014975,Clear
T20170014976,Clear
T20170014980,Not known
T20170014981,Clear
T20170014982,Clear
T20170014984,Clear
T20170014985,Clear
T20170014988,Clear
T20170014992,Clear
T20170014996,Clear
T20170014997,Not known
T20170014998,Clear
T20170015000,Not known
T20170015001,Raining
T20170015002,Not known
T20170015004,Raining
T20170015005,Raining
T20170015008,Raining
T20170015009,Raining
T20170015010,Clear
T20170015012,Raining
T20170015014,Raining
T20170015015,Raining
T20170015016,Not known
T20170015017,Raining
T20170015018,Clear
T20170015021,Raining
T20170015023,Raining
T20170015024,Raining
T20170015025,Raining
T20170015026,Raining
T20170015026,Fog
T20170015027,Not known
T20170015029,Not known
T20170015030,Clear
T20170015032,Raining
T20170015033,Raining
T20170015034,Raining
T20170015038,Raining
T20170015040,Not known
T20170015041,Clear
T20170015042,Raining
T20170015042,Fog
T20170015043,Raining
T20170015045,Raining
T20170015049,Raining
T20170015054,Clear
T20170015055,Not known
T20170015056,Clear
T20170015057,Clear
T20170015058,Not known
T20170015060,Not known
T20170015061,Clear
T20170015062,Clear
T20170015063,Clear
T20170015066,Clear
T20170015068,Clear
T20170015069,Clear
T20170015070,Clear
T20170015071,Clear
T20170015072,Not known
T20170015075,Clear
T20170015076,Clear
T20170015079,Clear
T20170015080,Clear
T20170015082,Clear
T20170015084,Clear
T20170015086,Clear
T20170015088,Clear
T20170015089,Clear
T20170015090,Clear
T20170015092,Raining
T20170015093,Clear
T20170015095,Clear
T20170015098,Clear
T20170015099,Clear
T20170015101,Clear
T20170015103,Clear
T20170015105,Clear
T20170015108,Clear
T20170015109,Clear
T20170015112,Clear
T20170015113,Clear
T20170015114,Clear
T20170015115,Clear
T20170015116,Not known
T20170015121,Clear
T20170015122,Clear
T20170015123,Raining
T20170015124,Clear
T20170015126,Clear
T20170015127,Not known
T20170015128,Clear
T20170015130,Clear
T20170015131,Clear
T20170015132,Clear
T20170015134,Clear
T20170015138,Snowing
T20170015138,Fog
T20170015139,Clear
T20170015140,Clear
T20170015144,Clear
T20170015144,Strong winds
T20170015145,Clear
T20170015146,Clear
T20170015147,Clear
T20170015149,Clear
T20170015150,Clear
T20170015151,Clear
T20170015155,Clear
T20170015156,Clear
T20170015157,Clear
T20170015159,Clear
T20170015160,Clear
T20170015162,Clear
T20170015164,Clear
T20170015171,Clear
T20170015173,Clear
T20170015176,Clear
T20170015181,Raining
T20170015182,Clear
T20170015182,Strong winds
T20170015184,Raining
T20170015185,Clear
T20170015186,Raining
T20170015190,Raining
T20170015191,Raining
T20170015192,Clear
T20170015193,Clear
T20170015194,Clear
T20170015195,Clear
T20170015197,Raining
T20170015199,Clear
T20170015204,Raining
T20170015205,Raining
T20170015206,Clear
T20170015208,Clear
T20170015209,Clear
T20170015218,Clear
T20170015219,Raining
T20170015220,Clear
T20170015221,Clear
T20170015222,Clear
T20170015224,Clear
T20170015228,Raining
T20170015230,Clear
T20170015231,Clear
T20170015233,Clear
T20170015235,Dust
T20170015238,Raining
T20170015239,Clear
T20170015241,Raining
T20170015244,Raining
T20170015245,Clear
T20170015246,Raining
T20170015250,Raining
T20170015251,Clear
T20170015252,Raining
T20170015254,Raining
T20170015255,Clear
T20170015256,Clear
T20170015259,Raining
T20170015260,Clear
T20170015262,Not known
T20170015263,Raining
T20170015266,Clear
T20170015267,Clear
T20170015267,Strong winds
T20170015268,Raining
T20170015269,Clear
T20170015270,Raining
T20170015271,Not known
T20170015274,Not known
T20170015275,Clear
T20170015276,Clear
T20170015279,Not known
T20170015281,Clear
T20170015284,Raining
T20170015286,Raining
T20170015289,Raining
T20170015293,Raining
T20170015294,Clear
T20170015295,Not known
T20170015296,Raining
T20170015297,Raining
T20170015298,Clear
T20170015299,Raining
T20170015304,Raining
T20170015309,Clear
T20170015310,Clear
T20170015312,Clear
T20170015315,Clear
T20170015318,Clear
T20170015321,Clear
T20170015322,Clear
T20170015324,Clear
T20170015326,Clear
T20170015327,Clear
T20170015328,Clear
T20170015330,Clear
T20170015331,Fog
T20170015332,Raining
T20170015332,Fog
T20170015334,Raining
T20170015336,Raining
T20170015337,Fog
T20170015338,Not known
T20170015339,Clear
T20170015339,Strong winds
T20170015341,Clear
T20170015343,Clear
T20170015344,Clear
T20170015347,Clear
T20170015350,Clear
T20170015351,Clear
T20170015352,Clear
T20170015353,Clear
T20170015354,Raining
T20170015357,Raining
T20170015360,Fog
T20170015361,Clear
T20170015362,Clear
T20170015364,Clear
T20170015366,Clear
T20170015367,Clear
T20170015369,Not known
T20170015371,Clear
T20170015375,Clear
T20170015379,Fog
T20170015380,Clear
T20170015382,Clear
T20170015384,Clear
T20170015385,Clear
T20170015387,Clear
T20170015389,Clear
T20170015392,Raining
T20170015393,Clear
T20170015394,Clear
T20170015396,Not known
T20170015399,Clear
T20170015401,Clear
T20170015402,Clear
T20170015403,Raining
T20170015405,Clear
T20170015406,Not known
T20170015407,Raining
T20170015408,Not known
T20170015409,Clear
T20170015411,Clear
T20170015413,Clear
T20170015414,Clear
T20170015415,Not known
T20170015416,Not known
T20170015418,Clear
T20170015419,Clear
T20170015420,Clear
T20170015422,Clear
T20170015423,Clear
T20170015424,Clear
T20170015425,Clear
T20170015426,Clear
T20170015429,Clear
T20170015432,Clear
T20170015433,Clear
T20170015435,Clear
T20170015436,Clear
T20170015437,Clear
T20170015438,Clear
T20170015439,Clear
T20170015440,Clear
T20170015441,Clear
T20170015446,Clear
T20170015447,Clear
T20170015449,Clear
T20170015450,Clear
T20170015452,Clear
T20170015453,Clear
T20170015455,Clear
T20170015456,Clear
T20170015456,Strong winds
T20170015458,Clear
T20170015462,Clear
T20170015463,Not known
T20170015464,Clear
T20170015465,Raining
T20170015468,Clear
T20170015471,Clear
T20170015473,Clear
T20170015474,Clear
T20170015474,Strong winds
T20170015475,Clear
T20170015476,Clear
T20170015478,Clear
T20170015483,Clear
T20170015484,Clear
T20170015485,Not known
T20170015487,Clear
T20170015488,Not known
T20170015489,Clear
T20170015491,Not known
T20170015492,Clear
T20170015493,Clear
T20170015495,Clear
T20170015496,Clear
T20170015497,Clear
T20170015498,Clear
T20170015499,Clear
T20170015500,Clear
T20170015504,Clear
T20170015505,Clear
T20170015507,Clear
T20170015509,Clear
T20170015512,Not known
T20170015514,Clear
T20170015515,Clear
T20170015518,Not known
T20170015519,Clear
T20170015521,Clear
T20170015522,Clear
T20170015523,Clear
T20170015523,Strong winds
T20170015526,Clear
T20170015527,Clear
T20170015529,Clear
T20170015532,Clear
T20170015534,Clear
T20170015536,Clear
T20170015538,Clear
T20170015539,Clear
T20170015542,Clear
T20170015544,Clear
T20170015545,Clear
T20170015546,Clear
T20170015547,Clear
T20170015548,Clear
T20170015549,Clear
T20170015551,Clear
T20170015552,Clear
T20170015553,Clear
T20170015554,Clear
T20170015557,Clear
T20170015560,Not known
T20170015561,Clear
T20170015563,Clear
T20170015568,Not known
T20170015569,Strong winds
T20170015571,Clear
T20170015572,Clear
T20170015575,Clear
T20170015576,Clear
T20170015578,Clear
T20170015579,Raining
T20170015582,Not known
T20170015583,Raining
T20170015584,Raining
T20170015585,Raining
T20170015587,Clear
T20170015588,Raining
T20170015589,Raining
T20170015590,Raining
T20170015591,Clear
T20170015593,Clear
T20170015596,Clear
T20170015597,Clear
T20170015603,Clear
T20170015610,Raining
T20170015616,Raining
T20170015617,Clear
T20170015622,Clear
T20170015623,Clear
T20170015624,Raining
T20170015626,Clear
T20170015627,Raining
T20170015632,Clear
T20170015634,Clear
T20170015647,Clear
T20170015649,Raining
T20170015650,Clear
T20170015651,Clear
T20170015653,Clear
T20170015654,Clear
T20170015655,Clear
T20170015659,Clear
T20170015660,Clear
T20170015661,Clear
T20170015664,Clear
T20170015666,Clear
T20170015667,Clear
T20170015668,Clear
T20170015673,Clear
T20170015675,Clear
T20170015676,Clear
T20170015678,Clear
T20170015681,Clear
T20170015683,Clear
T20170015687,Clear
T20170015689,Clear
T20170015690,Clear
T20170015691,Clear
T20170015693,Clear
T20170015696,Clear
T20170015697,Clear
T20170015698,Clear
T20170015699,Clear
T20170015700,Clear
T20170015702,Clear
T20170015703,Clear
T20170015710,Clear
T20170015713,Clear
T20170015714,Clear
T20170015716,Clear
T20170015718,Clear
T20170015720,Clear
T20170015722,Clear
T20170015723,Clear
T20170015725,Raining
T20170015726,Raining
T20170015729,Clear
T20170015730,Not known
T20170015731,Not known
T20170015734,Raining
T20170015735,Clear
T20170015736,Clear
T20170015739,Clear
T20170015740,Not known
T20170015742,Clear
T20170015743,Raining
T20170015744,Clear
T20170015747,Not known
T20170015748,Clear
T20170015749,Clear
T20170015750,Clear
T20170015751,Not known
T20170015752,Clear
T20170015753,Clear
T20170015756,Clear
T20170015758,Clear
T20170015759,Clear
T20170015761,Clear
T20170015763,Clear
T20170015764,Clear
T20170015766,Clear
T20170015768,Clear
T20170015769,Clear
T20170015770,Clear
T20170015771,Clear
T20170015775,Clear
T20170015777,Clear
T20170015778,Clear
T20170015780,Clear
T20170015788,Clear
T20170015789,Clear
T20170015791,Clear
T20170015792,Clear
T20170015796,Clear
T20170015797,Clear
T20170015799,Clear
T20170015801,Clear
T20170015806,Clear
T20170015807,Clear
T20170015808,Clear
T20170015810,Not known
T20170015811,Clear
T20170015815,Clear
T20170015816,Clear
T20170015823,Clear
T20170015824,Not known
T20170015828,Raining
T20170015829,Clear
T20170015832,Raining
T20170015833,Clear
T20170015835,Raining
T20170015835,Strong winds
T20170015836,Raining
T20170015836,Strong winds
T20170015839,Clear
T20170015840,Clear
T20170015840,Strong winds
T20170015841,Clear
T20170015845,Clear
T20170015849,Raining
T20170015850,Clear
T20170015851,Clear
T20170015853,Clear
T20170015853,Strong winds
T20170015854,Clear
T20170015855,Clear
T20170015858,Clear
T20170015858,Strong winds
T20170015859,Clear
T20170015859,Strong winds
T20170015860,Clear
T20170015861,Clear
T20170015862,Clear
T20170015864,Clear
T20170015864,Strong winds
T20170015868,Clear
T20170015869,Clear
T20170015871,Clear
T20170015872,Clear
T20170015874,Clear
T20170015875,Clear
T20170015876,Clear
T20170015877,Clear
T20170015878,Clear
T20170015879,Not known
T20170015880,Clear
T20170015882,Clear
T20170015883,Raining
T20170015888,Clear
T20170015889,Clear
T20170015890,Clear
T20170015892,Strong winds
T20170015893,Clear
T20170015894,Not known
T20170015896,Clear
T20170015899,Clear
T20170015900,Clear
T20170015905,Not known
T20170015906,Raining
T20170015909,Clear
T20170015910,Raining
T20170015913,Clear
T20170015914,Clear
T20170015915,Clear
T20170015916,Clear
T20170015917,Clear
T20170015919,Clear
T20170015920,Clear
T20170015922,Clear
T20170015923,Clear
T20170015924,Not known
T20170015926,Clear
T20170015927,Raining
T20170015928,Clear
T20170015931,Not known
T20170015934,Clear
T20170015935,Clear
T20170015936,Raining
T20170015937,Raining
T20170015943,Clear
T20170015944,Clear
T20170015945,Clear
T20170015947,Clear
T20170015950,Raining
T20170015951,Clear
T20170015954,Clear
T20170015956,Raining
T20170015957,Clear
T20170015963,Clear
T20170015964,Clear
T20170015965,Clear
T20170015966,Clear
T20170015969,Raining
T20170015971,Clear
T20170015976,Clear
T20170015978,Clear
T20170015982,Raining
T20170015984,Raining
T20170015986,Raining
T20170015987,Raining
T20170015987,Strong winds
T20170015988,Raining
T20170015988,Strong winds
T20170015989,Raining
T20170015991,Clear
T20170015993,Not known
T20170015997,Clear
T20170015998,Not known
T20170016002,Not known
T20170016004,Clear
T20170016005,Clear
T20170016006,Raining
T20170016006,Strong winds
T20170016008,Raining
T20170016010,Clear
T20170016011,Clear
T20170016012,Clear
T20170016013,Clear
T20170016014,Clear
T20170016015,Clear
T20170016018,Not known
T20170016020,Not known
T20170016022,Clear
T20170016023,Raining
T20170016026,Clear
T20170016027,Raining
T20170016028,Raining
T20170016029,Raining
T20170016032,Raining
T20170016033,Raining
T20170016035,Clear
T20170016036,Raining
T20170016037,Clear
T20170016038,Raining
T20170016040,Not known
T20170016041,Raining
T20170016042,Raining
T20170016043,Fog
T20170016046,Raining
T20170016048,Clear
T20170016049,Clear
T20170016051,Not known
T20170016057,Raining
T20170016058,Clear
T20170016059,Clear
T20170016063,Clear
T20170016064,Clear
T20170016067,Clear
T20170016069,Clear
T20170016071,Not known
T20170016074,Clear
T20170016081,Clear
T20170016084,Clear
T20170016086,Raining
T20170016088,Clear
T20170016089,Clear
T20170016091,Clear
T20170016092,Clear
T20170016093,Raining
T20170016094,Clear
T20170016096,Clear
T20170016097,Clear
T20170016098,Clear
T20170016103,Clear
T20170016104,Clear
T20170016107,Clear
T20170016113,Not known
T20170016114,Clear
T20170016115,Clear
T20170016117,Clear
T20170016119,Clear
T20170016120,Clear
T20170016121,Clear
T20170016122,Clear
T20170016123,Clear
T20170016125,Clear
T20170016126,Clear
T20170016127,Clear
T20170016132,Not known
T20170016134,Clear
T20170016136,Clear
T20170016137,Clear
T20170016138,Fog
T20170016139,Clear
T20170016140,Not known
T20170016141,Clear
T20170016144,Clear
T20170016145,Raining
T20170016146,Clear
T20170016148,Not known
T20170016151,Clear
T20170016154,Raining
T20170016156,Clear
T20170016157,Clear
T20170016158,Raining
T20170016160,Raining
T20170016161,Not known
T20170016162,Raining
T20170016163,Raining
T20170016164,Clear
T20170016167,Raining
T20170016168,Raining
T20170016170,Clear
T20170016172,Raining
T20170016173,Not known
T20170016175,Not known
T20170016176,Clear
T20170016179,Clear
T20170016181,Clear
T20170016182,Clear
T20170016184,Raining
T20170016186,Clear
T20170016188,Clear
T20170016191,Clear
T20170016192,Clear
T20170016193,Clear
T20170016194,Clear
T20170016196,Clear
T20170016197,Clear
T20170016200,Clear
T20170016201,Clear
T20170016204,Clear
T20170016207,Clear
T20170016208,Clear
T20170016210,Not known
T20170016218,Clear
T20170016223,Clear
T20170016225,Clear
T20170016227,Clear
T20170016231,Clear
T20170016232,Clear
T20170016233,Clear
T20170016235,Clear
T20170016236,Raining
T20170016237,Clear
T20170016241,Clear
T20170016242,Clear
T20170016243,Clear
T20170016244,Clear
T20170016245,Clear
T20170016249,Clear
T20170016250,Clear
T20170016252,Clear
T20170016255,Clear
T20170016256,Not known
T20170016258,Clear
T20170016262,Clear
T20170016263,Clear
T20170016264,Clear
T20170016266,Clear
T20170016270,Clear
T20170016271,Clear
T20170016275,Not known
T20170016277,Clear
T20170016278,Clear
T20170016279,Clear
T20170016283,Clear
T20170016284,Clear
T20170016286,Clear
T20170016287,Clear
T20170016288,Clear
T20170016291,Clear
T20170016292,Clear
T20170016294,Clear
T20170016295,Not known
T20170016298,Clear
T20170016299,Clear
T20170016301,Clear
T20170016303,Clear
T20170016305,Clear
T20170016306,Clear
T20170016309,Clear
T20170016313,Not known
T20170016315,Clear
T20170016317,Clear
T20170016321,Clear
T20170016324,Raining
T20170016327,Raining
T20170016328,Clear
T20170016329,Clear
T20170016331,Clear
T20170016335,Raining
T20170016336,Raining
T20170016337,Clear
T20170016339,Clear
T20170016340,Clear
T20170016341,Clear
T20170016343,Clear
T20170016345,Fog
T20170016351,Clear
T20170016352,Clear
T20170016356,Clear
T20170016360,Clear
T20170016365,Clear
T20170016367,Raining
T20170016372,Raining
T20170016377,Raining
T20170016378,Clear
T20170016380,Clear
T20170016382,Clear
T20170016383,Raining
T20170016391,Clear
T20170016393,Clear
T20170016394,Not known
T20170016395,Raining
T20170016396,Raining
T20170016397,Not known
T20170016398,Clear
T20170016399,Clear
T20170016401,Clear
T20170016402,Not known
T20170016403,Clear
T20170016405,Clear
T20170016406,Raining
T20170016407,Clear
T20170016410,Clear
T20170016411,Clear
T20170016413,Clear
T20170016414,Clear
T20170016415,Clear
T20170016417,Clear
T20170016423,Clear
T20170016424,Raining
T20170016425,Clear
T20170016426,Raining
T20170016428,Clear
T20170016430,Clear
T20170016431,Clear
T20170016433,Clear
T20170016434,Clear
T20170016436,Clear
T20170016438,Not known
T20170016441,Clear
T20170016444,Clear
T20170016446,Clear
T20170016447,Clear
T20170016451,Clear
T20170016453,Not known
T20170016455,Clear
T20170016456,Clear
T20170016457,Raining
T20170016458,Clear
T20170016460,Clear
T20170016461,Clear
T20170016462,Not known
T20170016464,Clear
T20170016467,Not known
T20170016468,Clear
T20170016469,Clear
T20170016471,Clear
T20170016472,Clear
T20170016473,Clear
T20170016475,Raining
T20170016478,Clear
T20170016481,Clear
T20170016482,Clear
T20170016486,Clear
T20170016487,Clear
T20170016488,Clear
T20170016489,Clear
T20170016492,Clear
T20170016493,Clear
T20170016494,Clear
T20170016495,Clear
T20170016496,Clear
T20170016500,Clear
T20170016501,Clear
T20170016502,Clear
T20170016503,Clear
T20170016505,Clear
T20170016506,Clear
T20170016509,Clear
T20170016511,Clear
T20170016513,Clear
T20170016516,Clear
T20170016517,Clear
T20170016519,Clear
T20170016520,Clear
T20170016521,Clear
T20170016525,Clear
